Actual Outcome,Predicted Outcome,Cancellation Probability,Actual Label,Predicted Label,Prediction Correct,Confidence
1,0,0.19390629,Cancelled,Not Cancelled,False,0.8060937
1,0,0.19397551,Cancelled,Not Cancelled,False,0.8060245
1,0,0.19429022,Cancelled,Not Cancelled,False,0.8057098
1,0,0.19494388,Cancelled,Not Cancelled,False,0.8050561
1,0,0.19505472,Cancelled,Not Cancelled,False,0.8049453
1,0,0.19637246,Cancelled,Not Cancelled,False,0.80362755
1,0,0.19659245,Cancelled,Not Cancelled,False,0.80340755
1,0,0.19704992,Cancelled,Not Cancelled,False,0.8029501
1,0,0.19709072,Cancelled,Not Cancelled,False,0.80290926
0,1,0.8025856,Not Cancelled,Cancelled,False,0.8025856
1,0,0.19749302,Cancelled,Not Cancelled,False,0.802507
0,1,0.80168754,Not Cancelled,Cancelled,False,0.80168754
1,0,0.1987174,Cancelled,Not Cancelled,False,0.8012826
1,0,0.19959705,Cancelled,Not Cancelled,False,0.80040294
1,0,0.19986185,Cancelled,Not Cancelled,False,0.8001381
1,0,0.19990142,Cancelled,Not Cancelled,False,0.8000986
1,0,0.20039184,Cancelled,Not Cancelled,False,0.7996082
1,0,0.20056532,Cancelled,Not Cancelled,False,0.79943466
1,0,0.20058958,Cancelled,Not Cancelled,False,0.7994104
1,0,0.20068529,Cancelled,Not Cancelled,False,0.79931474
1,0,0.2006905,Cancelled,Not Cancelled,False,0.7993095
1,0,0.20070161,Cancelled,Not Cancelled,False,0.7992984
1,0,0.20076267,Cancelled,Not Cancelled,False,0.7992373
1,0,0.20096171,Cancelled,Not Cancelled,False,0.7990383
1,0,0.20109035,Cancelled,Not Cancelled,False,0.79890966
1,0,0.20128176,Cancelled,Not Cancelled,False,0.7987182
1,0,0.20139416,Cancelled,Not Cancelled,False,0.79860586
0,1,0.7983851,Not Cancelled,Cancelled,False,0.7983851
1,0,0.20199507,Cancelled,Not Cancelled,False,0.7980049
1,0,0.20208089,Cancelled,Not Cancelled,False,0.7979191
1,0,0.20247748,Cancelled,Not Cancelled,False,0.79752254
0,1,0.7974888,Not Cancelled,Cancelled,False,0.7974888
1,0,0.20307024,Cancelled,Not Cancelled,False,0.7969298
1,0,0.20318012,Cancelled,Not Cancelled,False,0.79681987
1,0,0.20319405,Cancelled,Not Cancelled,False,0.796806
0,1,0.79654074,Not Cancelled,Cancelled,False,0.79654074
1,0,0.20348659,Cancelled,Not Cancelled,False,0.79651344
0,1,0.7964244,Not Cancelled,Cancelled,False,0.7964244
1,0,0.20377527,Cancelled,Not Cancelled,False,0.7962247
1,0,0.20409003,Cancelled,Not Cancelled,False,0.79591
1,0,0.2041116,Cancelled,Not Cancelled,False,0.7958884
1,0,0.20472941,Cancelled,Not Cancelled,False,0.79527056
1,0,0.204834,Cancelled,Not Cancelled,False,0.795166
1,0,0.20486902,Cancelled,Not Cancelled,False,0.79513097
0,1,0.7947727,Not Cancelled,Cancelled,False,0.7947727
0,1,0.793989,Not Cancelled,Cancelled,False,0.793989
1,0,0.20636186,Cancelled,Not Cancelled,False,0.7936381
0,1,0.79361206,Not Cancelled,Cancelled,False,0.79361206
0,1,0.7936042,Not Cancelled,Cancelled,False,0.7936042
1,0,0.2071157,Cancelled,Not Cancelled,False,0.7928843
1,0,0.20716682,Cancelled,Not Cancelled,False,0.7928332
1,0,0.20743568,Cancelled,Not Cancelled,False,0.79256433
1,0,0.2075834,Cancelled,Not Cancelled,False,0.7924166
1,0,0.20798336,Cancelled,Not Cancelled,False,0.7920166
1,0,0.20807633,Cancelled,Not Cancelled,False,0.79192364
0,1,0.7918712,Not Cancelled,Cancelled,False,0.7918712
1,0,0.20847975,Cancelled,Not Cancelled,False,0.79152024
0,1,0.79105544,Not Cancelled,Cancelled,False,0.79105544
0,1,0.79099107,Not Cancelled,Cancelled,False,0.79099107
0,1,0.7909285,Not Cancelled,Cancelled,False,0.7909285
1,0,0.2091982,Cancelled,Not Cancelled,False,0.79080176
1,0,0.20920596,Cancelled,Not Cancelled,False,0.790794
1,0,0.2096176,Cancelled,Not Cancelled,False,0.7903824
1,0,0.20968072,Cancelled,Not Cancelled,False,0.79031926
1,0,0.20973592,Cancelled,Not Cancelled,False,0.79026407
1,0,0.210262,Cancelled,Not Cancelled,False,0.789738
0,1,0.7894976,Not Cancelled,Cancelled,False,0.7894976
1,0,0.21072635,Cancelled,Not Cancelled,False,0.7892736
1,0,0.2108347,Cancelled,Not Cancelled,False,0.7891653
1,0,0.21089028,Cancelled,Not Cancelled,False,0.7891097
0,1,0.78866726,Not Cancelled,Cancelled,False,0.78866726
1,0,0.21143909,Cancelled,Not Cancelled,False,0.7885609
1,0,0.21144205,Cancelled,Not Cancelled,False,0.78855795
0,1,0.7884631,Not Cancelled,Cancelled,False,0.7884631
1,0,0.21157755,Cancelled,Not Cancelled,False,0.78842247
0,1,0.7882711,Not Cancelled,Cancelled,False,0.7882711
0,1,0.78826904,Not Cancelled,Cancelled,False,0.78826904
1,0,0.21234183,Cancelled,Not Cancelled,False,0.78765815
1,0,0.21243776,Cancelled,Not Cancelled,False,0.78756225
1,0,0.21278241,Cancelled,Not Cancelled,False,0.7872176
1,0,0.21301934,Cancelled,Not Cancelled,False,0.7869806
0,1,0.78688514,Not Cancelled,Cancelled,False,0.78688514
0,1,0.78646547,Not Cancelled,Cancelled,False,0.78646547
0,1,0.786329,Not Cancelled,Cancelled,False,0.786329
1,0,0.21392378,Cancelled,Not Cancelled,False,0.7860762
1,0,0.21472703,Cancelled,Not Cancelled,False,0.78527296
1,0,0.21492088,Cancelled,Not Cancelled,False,0.7850791
1,0,0.21493313,Cancelled,Not Cancelled,False,0.78506684
1,0,0.21589155,Cancelled,Not Cancelled,False,0.78410846
0,1,0.78398395,Not Cancelled,Cancelled,False,0.78398395
0,1,0.7839326,Not Cancelled,Cancelled,False,0.7839326
0,1,0.7838262,Not Cancelled,Cancelled,False,0.7838262
1,0,0.21619716,Cancelled,Not Cancelled,False,0.78380287
1,0,0.2163884,Cancelled,Not Cancelled,False,0.7836116
1,0,0.21670237,Cancelled,Not Cancelled,False,0.78329766
1,0,0.21681027,Cancelled,Not Cancelled,False,0.7831897
1,0,0.21702136,Cancelled,Not Cancelled,False,0.78297865
1,0,0.2170898,Cancelled,Not Cancelled,False,0.7829102
0,1,0.782898,Not Cancelled,Cancelled,False,0.782898
1,0,0.21710417,Cancelled,Not Cancelled,False,0.7828958
0,1,0.78275615,Not Cancelled,Cancelled,False,0.78275615
1,0,0.21740358,Cancelled,Not Cancelled,False,0.7825964
1,0,0.21741414,Cancelled,Not Cancelled,False,0.78258586
1,0,0.2175426,Cancelled,Not Cancelled,False,0.7824574
0,1,0.7823567,Not Cancelled,Cancelled,False,0.7823567
0,1,0.78217727,Not Cancelled,Cancelled,False,0.78217727
1,0,0.21814352,Cancelled,Not Cancelled,False,0.7818565
0,1,0.78176564,Not Cancelled,Cancelled,False,0.78176564
1,0,0.21844423,Cancelled,Not Cancelled,False,0.7815558
1,0,0.21844555,Cancelled,Not Cancelled,False,0.78155446
0,1,0.7813262,Not Cancelled,Cancelled,False,0.7813262
1,0,0.21877539,Cancelled,Not Cancelled,False,0.7812246
0,1,0.78120273,Not Cancelled,Cancelled,False,0.78120273
0,1,0.7806707,Not Cancelled,Cancelled,False,0.7806707
1,0,0.21947981,Cancelled,Not Cancelled,False,0.7805202
0,1,0.7803749,Not Cancelled,Cancelled,False,0.7803749
0,1,0.78027123,Not Cancelled,Cancelled,False,0.78027123
1,0,0.2197582,Cancelled,Not Cancelled,False,0.7802418
0,1,0.78003603,Not Cancelled,Cancelled,False,0.78003603
1,0,0.22017162,Cancelled,Not Cancelled,False,0.77982837
0,1,0.7794071,Not Cancelled,Cancelled,False,0.7794071
1,0,0.22063029,Cancelled,Not Cancelled,False,0.7793697
1,0,0.22082174,Cancelled,Not Cancelled,False,0.77917826
1,0,0.22091636,Cancelled,Not Cancelled,False,0.7790836
1,0,0.221437,Cancelled,Not Cancelled,False,0.778563
1,0,0.2214538,Cancelled,Not Cancelled,False,0.7785462
1,0,0.22159657,Cancelled,Not Cancelled,False,0.7784034
1,0,0.22169001,Cancelled,Not Cancelled,False,0.77831
1,0,0.2218507,Cancelled,Not Cancelled,False,0.7781493
1,0,0.22212398,Cancelled,Not Cancelled,False,0.777876
0,1,0.7777258,Not Cancelled,Cancelled,False,0.7777258
0,1,0.777685,Not Cancelled,Cancelled,False,0.777685
1,0,0.2224156,Cancelled,Not Cancelled,False,0.77758443
1,0,0.22287698,Cancelled,Not Cancelled,False,0.77712303
1,0,0.22290917,Cancelled,Not Cancelled,False,0.77709085
1,0,0.22307551,Cancelled,Not Cancelled,False,0.7769245
1,0,0.22311445,Cancelled,Not Cancelled,False,0.77688557
0,1,0.7768384,Not Cancelled,Cancelled,False,0.7768384
1,0,0.22392589,Cancelled,Not Cancelled,False,0.7760741
1,0,0.22442788,Cancelled,Not Cancelled,False,0.7755721
1,0,0.22474997,Cancelled,Not Cancelled,False,0.77525
0,1,0.7752026,Not Cancelled,Cancelled,False,0.7752026
1,0,0.22483495,Cancelled,Not Cancelled,False,0.7751651
1,0,0.22525844,Cancelled,Not Cancelled,False,0.77474153
1,0,0.22532168,Cancelled,Not Cancelled,False,0.77467835
1,0,0.225376,Cancelled,Not Cancelled,False,0.774624
0,1,0.7745971,Not Cancelled,Cancelled,False,0.7745971
1,0,0.22545469,Cancelled,Not Cancelled,False,0.7745453
1,0,0.22548315,Cancelled,Not Cancelled,False,0.7745168
1,0,0.22553407,Cancelled,Not Cancelled,False,0.7744659
1,0,0.2257287,Cancelled,Not Cancelled,False,0.7742713
1,0,0.2259359,Cancelled,Not Cancelled,False,0.77406406
1,0,0.22605956,Cancelled,Not Cancelled,False,0.77394044
0,1,0.7738838,Not Cancelled,Cancelled,False,0.7738838
1,0,0.22613227,Cancelled,Not Cancelled,False,0.7738677
1,0,0.22617258,Cancelled,Not Cancelled,False,0.77382743
1,0,0.22667213,Cancelled,Not Cancelled,False,0.7733279
1,0,0.22713594,Cancelled,Not Cancelled,False,0.77286404
0,1,0.7728166,Not Cancelled,Cancelled,False,0.7728166
1,0,0.22724605,Cancelled,Not Cancelled,False,0.77275395
0,1,0.7726673,Not Cancelled,Cancelled,False,0.7726673
1,0,0.22777836,Cancelled,Not Cancelled,False,0.7722216
1,0,0.22796659,Cancelled,Not Cancelled,False,0.7720334
1,0,0.2280392,Cancelled,Not Cancelled,False,0.7719608
0,1,0.7718258,Not Cancelled,Cancelled,False,0.7718258
0,1,0.7716972,Not Cancelled,Cancelled,False,0.7716972
1,0,0.22833423,Cancelled,Not Cancelled,False,0.77166575
1,0,0.22839494,Cancelled,Not Cancelled,False,0.7716051
0,1,0.7715647,Not Cancelled,Cancelled,False,0.7715647
1,0,0.22847949,Cancelled,Not Cancelled,False,0.7715205
1,0,0.2285112,Cancelled,Not Cancelled,False,0.7714888
0,1,0.77133644,Not Cancelled,Cancelled,False,0.77133644
1,0,0.22877266,Cancelled,Not Cancelled,False,0.77122736
0,1,0.7712179,Not Cancelled,Cancelled,False,0.7712179
1,0,0.22919466,Cancelled,Not Cancelled,False,0.77080536
1,0,0.22920135,Cancelled,Not Cancelled,False,0.7707987
0,1,0.77058893,Not Cancelled,Cancelled,False,0.77058893
1,0,0.22948486,Cancelled,Not Cancelled,False,0.77051514
1,0,0.22949827,Cancelled,Not Cancelled,False,0.77050173
0,1,0.7703732,Not Cancelled,Cancelled,False,0.7703732
0,1,0.77029204,Not Cancelled,Cancelled,False,0.77029204
1,0,0.22982208,Cancelled,Not Cancelled,False,0.7701779
1,0,0.22986288,Cancelled,Not Cancelled,False,0.77013713
1,0,0.2306005,Cancelled,Not Cancelled,False,0.7693995
1,0,0.23079291,Cancelled,Not Cancelled,False,0.7692071
1,0,0.23080271,Cancelled,Not Cancelled,False,0.7691973
0,1,0.76918674,Not Cancelled,Cancelled,False,0.76918674
1,0,0.23140523,Cancelled,Not Cancelled,False,0.76859474
0,1,0.76829654,Not Cancelled,Cancelled,False,0.76829654
0,1,0.7677143,Not Cancelled,Cancelled,False,0.7677143
0,1,0.7667077,Not Cancelled,Cancelled,False,0.7667077
1,0,0.23332143,Cancelled,Not Cancelled,False,0.7666786
0,1,0.7665835,Not Cancelled,Cancelled,False,0.7665835
1,0,0.23369737,Cancelled,Not Cancelled,False,0.76630265
0,1,0.76628035,Not Cancelled,Cancelled,False,0.76628035
0,1,0.76627475,Not Cancelled,Cancelled,False,0.76627475
0,1,0.7662456,Not Cancelled,Cancelled,False,0.7662456
1,0,0.23375869,Cancelled,Not Cancelled,False,0.7662413
1,0,0.23380747,Cancelled,Not Cancelled,False,0.76619256
1,0,0.23385033,Cancelled,Not Cancelled,False,0.76614964
1,0,0.23420802,Cancelled,Not Cancelled,False,0.765792
0,1,0.765714,Not Cancelled,Cancelled,False,0.765714
1,0,0.23448314,Cancelled,Not Cancelled,False,0.7655169
0,1,0.7655084,Not Cancelled,Cancelled,False,0.7655084
0,1,0.76535755,Not Cancelled,Cancelled,False,0.76535755
1,0,0.23464318,Cancelled,Not Cancelled,False,0.76535684
1,0,0.23465493,Cancelled,Not Cancelled,False,0.7653451
0,1,0.7652651,Not Cancelled,Cancelled,False,0.7652651
1,0,0.23481748,Cancelled,Not Cancelled,False,0.7651825
1,0,0.23508553,Cancelled,Not Cancelled,False,0.76491445
1,0,0.23542137,Cancelled,Not Cancelled,False,0.76457864
1,0,0.23542349,Cancelled,Not Cancelled,False,0.7645765
1,0,0.23569104,Cancelled,Not Cancelled,False,0.7643089
1,0,0.23569748,Cancelled,Not Cancelled,False,0.7643025
1,0,0.23608024,Cancelled,Not Cancelled,False,0.7639198
1,0,0.23621231,Cancelled,Not Cancelled,False,0.7637877
0,1,0.76375246,Not Cancelled,Cancelled,False,0.76375246
0,1,0.7635892,Not Cancelled,Cancelled,False,0.7635892
1,0,0.23644438,Cancelled,Not Cancelled,False,0.76355565
0,1,0.7631348,Not Cancelled,Cancelled,False,0.7631348
0,1,0.7630221,Not Cancelled,Cancelled,False,0.7630221
0,1,0.76260114,Not Cancelled,Cancelled,False,0.76260114
1,0,0.23768733,Cancelled,Not Cancelled,False,0.76231265
1,0,0.23794067,Cancelled,Not Cancelled,False,0.76205933
0,1,0.7618343,Not Cancelled,Cancelled,False,0.7618343
1,0,0.2382264,Cancelled,Not Cancelled,False,0.7617736
1,0,0.23863891,Cancelled,Not Cancelled,False,0.7613611
1,0,0.23882185,Cancelled,Not Cancelled,False,0.76117814
0,1,0.76117116,Not Cancelled,Cancelled,False,0.76117116
1,0,0.23901069,Cancelled,Not Cancelled,False,0.7609893
0,1,0.7608264,Not Cancelled,Cancelled,False,0.7608264
1,0,0.23925905,Cancelled,Not Cancelled,False,0.76074094
1,0,0.23935452,Cancelled,Not Cancelled,False,0.7606455
1,0,0.23944022,Cancelled,Not Cancelled,False,0.7605598
1,0,0.23957635,Cancelled,Not Cancelled,False,0.76042366
0,1,0.7604111,Not Cancelled,Cancelled,False,0.7604111
1,0,0.23962413,Cancelled,Not Cancelled,False,0.76037586
0,1,0.7601409,Not Cancelled,Cancelled,False,0.7601409
0,1,0.75941473,Not Cancelled,Cancelled,False,0.75941473
0,1,0.7591878,Not Cancelled,Cancelled,False,0.7591878
1,0,0.24082287,Cancelled,Not Cancelled,False,0.75917715
0,1,0.7591193,Not Cancelled,Cancelled,False,0.7591193
1,0,0.24095306,Cancelled,Not Cancelled,False,0.7590469
1,0,0.2409652,Cancelled,Not Cancelled,False,0.7590348
1,0,0.24155356,Cancelled,Not Cancelled,False,0.75844646
0,1,0.75780624,Not Cancelled,Cancelled,False,0.75780624
1,0,0.24236894,Cancelled,Not Cancelled,False,0.75763106
1,0,0.24237442,Cancelled,Not Cancelled,False,0.7576256
0,1,0.75758266,Not Cancelled,Cancelled,False,0.75758266
0,1,0.7574542,Not Cancelled,Cancelled,False,0.7574542
1,0,0.24276192,Cancelled,Not Cancelled,False,0.7572381
0,1,0.7571967,Not Cancelled,Cancelled,False,0.7571967
1,0,0.242908,Cancelled,Not Cancelled,False,0.757092
0,1,0.7570363,Not Cancelled,Cancelled,False,0.7570363
0,1,0.7570107,Not Cancelled,Cancelled,False,0.7570107
1,0,0.24302335,Cancelled,Not Cancelled,False,0.75697666
1,0,0.24365248,Cancelled,Not Cancelled,False,0.75634754
0,1,0.7562631,Not Cancelled,Cancelled,False,0.7562631
0,1,0.75606406,Not Cancelled,Cancelled,False,0.75606406
0,1,0.756005,Not Cancelled,Cancelled,False,0.756005
1,0,0.24404337,Cancelled,Not Cancelled,False,0.75595665
0,1,0.75593245,Not Cancelled,Cancelled,False,0.75593245
0,1,0.7558916,Not Cancelled,Cancelled,False,0.7558916
1,0,0.2443559,Cancelled,Not Cancelled,False,0.7556441
1,0,0.24513681,Cancelled,Not Cancelled,False,0.7548632
0,1,0.7548407,Not Cancelled,Cancelled,False,0.7548407
1,0,0.2456152,Cancelled,Not Cancelled,False,0.7543848
1,0,0.2459347,Cancelled,Not Cancelled,False,0.7540653
0,1,0.7539691,Not Cancelled,Cancelled,False,0.7539691
0,1,0.75391316,Not Cancelled,Cancelled,False,0.75391316
0,1,0.75390154,Not Cancelled,Cancelled,False,0.75390154
1,0,0.2461139,Cancelled,Not Cancelled,False,0.7538861
1,0,0.24620298,Cancelled,Not Cancelled,False,0.75379705
0,1,0.75361276,Not Cancelled,Cancelled,False,0.75361276
1,0,0.24659933,Cancelled,Not Cancelled,False,0.7534007
1,0,0.24679896,Cancelled,Not Cancelled,False,0.753201
1,0,0.24694186,Cancelled,Not Cancelled,False,0.75305814
0,1,0.75269026,Not Cancelled,Cancelled,False,0.75269026
0,1,0.75249916,Not Cancelled,Cancelled,False,0.75249916
0,1,0.75249124,Not Cancelled,Cancelled,False,0.75249124
0,1,0.75246185,Not Cancelled,Cancelled,False,0.75246185
1,0,0.2475825,Cancelled,Not Cancelled,False,0.7524175
0,1,0.7520651,Not Cancelled,Cancelled,False,0.7520651
1,0,0.24810272,Cancelled,Not Cancelled,False,0.7518973
1,0,0.24821793,Cancelled,Not Cancelled,False,0.75178206
0,1,0.75177175,Not Cancelled,Cancelled,False,0.75177175
1,0,0.24835344,Cancelled,Not Cancelled,False,0.7516466
0,1,0.75162995,Not Cancelled,Cancelled,False,0.75162995
1,0,0.2485431,Cancelled,Not Cancelled,False,0.7514569
1,0,0.24873282,Cancelled,Not Cancelled,False,0.7512672
1,0,0.24894617,Cancelled,Not Cancelled,False,0.7510538
1,0,0.24896778,Cancelled,Not Cancelled,False,0.75103223
1,0,0.24898845,Cancelled,Not Cancelled,False,0.75101155
0,1,0.7507792,Not Cancelled,Cancelled,False,0.7507792
1,0,0.24940489,Cancelled,Not Cancelled,False,0.7505951
1,0,0.24941558,Cancelled,Not Cancelled,False,0.7505844
0,1,0.75036186,Not Cancelled,Cancelled,False,0.75036186
1,0,0.24971315,Cancelled,Not Cancelled,False,0.7502868
1,0,0.250051,Cancelled,Not Cancelled,False,0.749949
0,1,0.74987507,Not Cancelled,Cancelled,False,0.74987507
1,0,0.25013077,Cancelled,Not Cancelled,False,0.7498692
0,1,0.7492186,Not Cancelled,Cancelled,False,0.7492186
0,1,0.74911237,Not Cancelled,Cancelled,False,0.74911237
1,0,0.2513683,Cancelled,Not Cancelled,False,0.7486317
0,1,0.7485336,Not Cancelled,Cancelled,False,0.7485336
0,1,0.74821734,Not Cancelled,Cancelled,False,0.74821734
1,0,0.25187108,Cancelled,Not Cancelled,False,0.7481289
1,0,0.25189707,Cancelled,Not Cancelled,False,0.7481029
1,0,0.25189793,Cancelled,Not Cancelled,False,0.74810207
0,1,0.74804884,Not Cancelled,Cancelled,False,0.74804884
0,1,0.7477961,Not Cancelled,Cancelled,False,0.7477961
1,0,0.25238758,Cancelled,Not Cancelled,False,0.7476124
0,1,0.7476102,Not Cancelled,Cancelled,False,0.7476102
1,0,0.25254956,Cancelled,Not Cancelled,False,0.7474505
0,1,0.7471387,Not Cancelled,Cancelled,False,0.7471387
1,0,0.252901,Cancelled,Not Cancelled,False,0.74709904
0,1,0.74684685,Not Cancelled,Cancelled,False,0.74684685
1,0,0.25328866,Cancelled,Not Cancelled,False,0.7467114
1,0,0.25330052,Cancelled,Not Cancelled,False,0.74669945
1,0,0.25330523,Cancelled,Not Cancelled,False,0.7466948
1,0,0.2536009,Cancelled,Not Cancelled,False,0.7463991
0,1,0.746317,Not Cancelled,Cancelled,False,0.746317
0,1,0.7462545,Not Cancelled,Cancelled,False,0.7462545
1,0,0.25396612,Cancelled,Not Cancelled,False,0.7460339
1,0,0.2540757,Cancelled,Not Cancelled,False,0.7459243
0,1,0.7458454,Not Cancelled,Cancelled,False,0.7458454
1,0,0.25421825,Cancelled,Not Cancelled,False,0.7457818
0,1,0.74574167,Not Cancelled,Cancelled,False,0.74574167
0,1,0.7457155,Not Cancelled,Cancelled,False,0.7457155
1,0,0.25439712,Cancelled,Not Cancelled,False,0.74560285
1,0,0.25481087,Cancelled,Not Cancelled,False,0.74518913
1,0,0.25495446,Cancelled,Not Cancelled,False,0.74504554
1,0,0.2551178,Cancelled,Not Cancelled,False,0.7448822
1,0,0.25518453,Cancelled,Not Cancelled,False,0.74481547
0,1,0.7443451,Not Cancelled,Cancelled,False,0.7443451
0,1,0.7443127,Not Cancelled,Cancelled,False,0.7443127
1,0,0.2558843,Cancelled,Not Cancelled,False,0.7441157
1,0,0.25595918,Cancelled,Not Cancelled,False,0.74404085
0,1,0.7439548,Not Cancelled,Cancelled,False,0.7439548
0,1,0.7433406,Not Cancelled,Cancelled,False,0.7433406
1,0,0.25679564,Cancelled,Not Cancelled,False,0.74320436
0,1,0.74296653,Not Cancelled,Cancelled,False,0.74296653
1,0,0.25712207,Cancelled,Not Cancelled,False,0.74287796
1,0,0.2572125,Cancelled,Not Cancelled,False,0.7427875
1,0,0.25722972,Cancelled,Not Cancelled,False,0.7427703
1,0,0.25738043,Cancelled,Not Cancelled,False,0.7426196
0,1,0.74254125,Not Cancelled,Cancelled,False,0.74254125
1,0,0.2575478,Cancelled,Not Cancelled,False,0.7424522
1,0,0.25769603,Cancelled,Not Cancelled,False,0.74230397
0,1,0.7422411,Not Cancelled,Cancelled,False,0.7422411
1,0,0.2578932,Cancelled,Not Cancelled,False,0.7421068
1,0,0.25801006,Cancelled,Not Cancelled,False,0.74199
1,0,0.2580142,Cancelled,Not Cancelled,False,0.7419858
1,0,0.25808337,Cancelled,Not Cancelled,False,0.74191666
1,0,0.2582146,Cancelled,Not Cancelled,False,0.7417854
0,1,0.74154484,Not Cancelled,Cancelled,False,0.74154484
0,1,0.7415167,Not Cancelled,Cancelled,False,0.7415167
1,0,0.25890473,Cancelled,Not Cancelled,False,0.7410953
0,1,0.74071383,Not Cancelled,Cancelled,False,0.74071383
1,0,0.25945646,Cancelled,Not Cancelled,False,0.74054354
1,0,0.25968954,Cancelled,Not Cancelled,False,0.74031043
1,0,0.2601383,Cancelled,Not Cancelled,False,0.7398617
1,0,0.26027602,Cancelled,Not Cancelled,False,0.739724
0,1,0.73951507,Not Cancelled,Cancelled,False,0.73951507
1,0,0.26091012,Cancelled,Not Cancelled,False,0.73908985
1,0,0.26111883,Cancelled,Not Cancelled,False,0.7388812
0,1,0.7387819,Not Cancelled,Cancelled,False,0.7387819
1,0,0.2613963,Cancelled,Not Cancelled,False,0.7386037
1,0,0.2616498,Cancelled,Not Cancelled,False,0.7383502
1,0,0.26190686,Cancelled,Not Cancelled,False,0.73809314
0,1,0.73797977,Not Cancelled,Cancelled,False,0.73797977
1,0,0.26213565,Cancelled,Not Cancelled,False,0.7378644
1,0,0.26221052,Cancelled,Not Cancelled,False,0.7377895
1,0,0.262382,Cancelled,Not Cancelled,False,0.73761797
1,0,0.2624901,Cancelled,Not Cancelled,False,0.7375099
1,0,0.26253426,Cancelled,Not Cancelled,False,0.73746574
1,0,0.26263317,Cancelled,Not Cancelled,False,0.7373668
0,1,0.7373121,Not Cancelled,Cancelled,False,0.7373121
0,1,0.7373053,Not Cancelled,Cancelled,False,0.7373053
1,0,0.2627792,Cancelled,Not Cancelled,False,0.73722076
0,1,0.7371985,Not Cancelled,Cancelled,False,0.7371985
1,0,0.2629345,Cancelled,Not Cancelled,False,0.7370655
1,0,0.26313213,Cancelled,Not Cancelled,False,0.7368679
0,1,0.736764,Not Cancelled,Cancelled,False,0.736764
1,0,0.26330397,Cancelled,Not Cancelled,False,0.736696
1,0,0.26392186,Cancelled,Not Cancelled,False,0.73607814
0,1,0.73578465,Not Cancelled,Cancelled,False,0.73578465
1,0,0.26434806,Cancelled,Not Cancelled,False,0.73565197
1,0,0.26445606,Cancelled,Not Cancelled,False,0.73554397
0,1,0.73551726,Not Cancelled,Cancelled,False,0.73551726
0,1,0.7352689,Not Cancelled,Cancelled,False,0.7352689
0,1,0.7352515,Not Cancelled,Cancelled,False,0.7352515
1,0,0.26480335,Cancelled,Not Cancelled,False,0.73519665
1,0,0.26483795,Cancelled,Not Cancelled,False,0.735162
1,0,0.265509,Cancelled,Not Cancelled,False,0.734491
1,0,0.26557487,Cancelled,Not Cancelled,False,0.7344251
1,0,0.26568854,Cancelled,Not Cancelled,False,0.73431146
1,0,0.26612127,Cancelled,Not Cancelled,False,0.73387873
1,0,0.26614088,Cancelled,Not Cancelled,False,0.7338591
1,0,0.26655245,Cancelled,Not Cancelled,False,0.73344755
1,0,0.26705846,Cancelled,Not Cancelled,False,0.7329415
1,0,0.26706535,Cancelled,Not Cancelled,False,0.73293465
1,0,0.26721212,Cancelled,Not Cancelled,False,0.73278785
0,1,0.7327191,Not Cancelled,Cancelled,False,0.7327191
1,0,0.2674453,Cancelled,Not Cancelled,False,0.7325547
1,0,0.2674865,Cancelled,Not Cancelled,False,0.7325135
0,1,0.73248506,Not Cancelled,Cancelled,False,0.73248506
1,0,0.26755753,Cancelled,Not Cancelled,False,0.7324425
1,0,0.26770416,Cancelled,Not Cancelled,False,0.7322959
0,1,0.73192513,Not Cancelled,Cancelled,False,0.73192513
1,0,0.26822135,Cancelled,Not Cancelled,False,0.7317786
1,0,0.26862884,Cancelled,Not Cancelled,False,0.73137116
0,1,0.73132104,Not Cancelled,Cancelled,False,0.73132104
1,0,0.2686961,Cancelled,Not Cancelled,False,0.73130393
1,0,0.26904938,Cancelled,Not Cancelled,False,0.7309506
1,0,0.2691397,Cancelled,Not Cancelled,False,0.7308603
0,1,0.73077834,Not Cancelled,Cancelled,False,0.73077834
0,1,0.73067135,Not Cancelled,Cancelled,False,0.73067135
1,0,0.26934886,Cancelled,Not Cancelled,False,0.73065114
0,1,0.7303998,Not Cancelled,Cancelled,False,0.7303998
1,0,0.269711,Cancelled,Not Cancelled,False,0.730289
0,1,0.73008466,Not Cancelled,Cancelled,False,0.73008466
1,0,0.26995888,Cancelled,Not Cancelled,False,0.73004115
0,1,0.7299887,Not Cancelled,Cancelled,False,0.7299887
0,1,0.729942,Not Cancelled,Cancelled,False,0.729942
1,0,0.27011785,Cancelled,Not Cancelled,False,0.7298821
0,1,0.72984815,Not Cancelled,Cancelled,False,0.72984815
1,0,0.2705647,Cancelled,Not Cancelled,False,0.7294353
1,0,0.2708552,Cancelled,Not Cancelled,False,0.7291448
1,0,0.27087966,Cancelled,Not Cancelled,False,0.7291204
0,1,0.7290474,Not Cancelled,Cancelled,False,0.7290474
1,0,0.2709934,Cancelled,Not Cancelled,False,0.7290066
0,1,0.7286846,Not Cancelled,Cancelled,False,0.7286846
1,0,0.27136123,Cancelled,Not Cancelled,False,0.72863877
1,0,0.27150413,Cancelled,Not Cancelled,False,0.72849584
1,0,0.2717242,Cancelled,Not Cancelled,False,0.7282758
1,0,0.2717512,Cancelled,Not Cancelled,False,0.72824883
