Delivery Status,Shipping Mode,delivery_time,profit,inventory_demand,Order Item Quantity
Shipping on time,Standard Class,4,53.75999832,129.9900055,1
Advance shipping,Standard Class,3,14.14000034,129.9900055,1
Late delivery,Standard Class,5,1.360000014,129.9900055,1
Shipping on time,Standard Class,4,15.65999985,59.99000168,1
Shipping on time,Standard Class,4,5.900000095,59.99000168,1
Advance shipping,Standard Class,3,25.5699997,59.99000168,1
Advance shipping,Standard Class,3,-197.9100037,129.9900055,1
Late delivery,Standard Class,6,53.15000153,129.9900055,1
Advance shipping,Standard Class,3,9.949999809,129.9900055,1
Late delivery,Standard Class,6,54.27999878,129.9900055,1
Advance shipping,Standard Class,2,33.93000031,129.9900055,1
Advance shipping,Standard Class,2,22.62000084,129.9900055,1
Late delivery,Standard Class,5,30.53000069,129.9900055,1
Late delivery,Standard Class,5,8.479999542,129.9900055,1
Late delivery,Standard Class,5,-82.90000153,129.9900055,1
Advance shipping,Standard Class,2,8.479999542,129.9900055,1
Late delivery,Standard Class,5,7.119999886,129.9900055,1
Advance shipping,Standard Class,3,53.15000153,129.9900055,1
Late delivery,Standard Class,6,13.77000046,59.99000168,1
Advance shipping,Standard Class,3,17.23999977,59.99000168,1
Advance shipping,Standard Class,2,53.04000092,129.9900055,1
Advance shipping,Standard Class,3,26.52000046,129.9900055,1
Shipping on time,Standard Class,4,19.88999939,129.9900055,1
Advance shipping,Standard Class,3,54.13999939,129.9900055,1
Late delivery,Standard Class,6,40.11000061,129.9900055,1
Advance shipping,Standard Class,3,6.960000038,129.9900055,1
Advance shipping,Standard Class,2,-11.47000027,59.99000168,1
Late delivery,Standard Class,6,6.119999886,59.99000168,1
Advance shipping,Standard Class,2,40.11000061,129.9900055,1
Late delivery,Standard Class,5,38.66999817,129.9900055,1
Late delivery,Standard Class,5,0.0,129.9900055,1
Late delivery,Standard Class,6,-16.78000069,59.99000168,1
Advance shipping,Standard Class,2,6.550000191,59.99000168,1
Late delivery,Standard Class,5,12.60000038,59.99000168,1
Shipping on time,Standard Class,4,24.19000053,59.99000168,1
Advance shipping,Standard Class,3,15.11999989,59.99000168,1
Advance shipping,Standard Class,2,1.309999943,129.9900055,1
Late delivery,Standard Class,6,40.95000076,129.9900055,1
Late delivery,Standard Class,5,-185.6300049,129.9900055,1
Shipping on time,Standard Class,4,2.400000095,129.9900055,1
Advance shipping,Standard Class,2,-21.84000015,129.9900055,1
Advance shipping,Standard Class,2,6.880000114,129.9900055,1
Late delivery,Standard Class,6,13.64999962,129.9900055,1
Late delivery,Standard Class,6,42.58000183,129.9900055,1
Shipping on time,Standard Class,4,-40.31000137,59.99000168,1
Advance shipping,Standard Class,2,39.63999939,129.9900055,1
Advance shipping,Standard Class,3,5.630000114,59.99000168,1
Advance shipping,Standard Class,2,23.89999962,59.99000168,1
Advance shipping,Standard Class,2,35.59999847,129.9900055,1
Late delivery,Standard Class,5,50.70999908,129.9900055,1
Shipping on time,Standard Class,4,53.95000076,129.9900055,1
Shipping on time,Standard Class,4,34.52999878,129.9900055,1
Late delivery,Standard Class,5,12.18999958,129.9900055,1
Advance shipping,Standard Class,3,12.44999981,59.99000168,1
Shipping on time,Standard Class,4,12.94999981,59.99000168,1
Late delivery,Standard Class,6,48.54999924,129.9900055,1
Advance shipping,Standard Class,2,37.75999832,129.9900055,1
Advance shipping,Standard Class,3,13.48999977,129.9900055,1
Late delivery,Standard Class,5,-188.8099976,129.9900055,1
Shipping on time,Standard Class,4,-20.0699997,129.9900055,1
Shipping on time,Standard Class,4,32.36999893,129.9900055,1
Shipping on time,Standard Class,4,-12.18999958,129.9900055,1
Advance shipping,Standard Class,3,30.20999908,129.9900055,1
Shipping on time,Standard Class,4,39.15999985,129.9900055,1
Late delivery,Standard Class,6,23.89999962,59.99000168,1
Advance shipping,Standard Class,3,22.89999962,59.99000168,1
Advance shipping,Standard Class,2,-72.83000183,129.9900055,1
Late delivery,Standard Class,6,10.78999996,129.9900055,1
Advance shipping,Standard Class,2,-37.75999832,129.9900055,1
Advance shipping,Standard Class,3,10.78999996,129.9900055,1
Advance shipping,Standard Class,2,28.04999924,129.9900055,1
Late delivery,Standard Class,6,6.800000191,129.9900055,1
Late delivery,Standard Class,6,22.62999916,59.99000168,1
Advance shipping,Standard Class,2,0.0,59.99000168,1
Advance shipping,Standard Class,2,-13.75,129.9900055,1
Shipping on time,Standard Class,4,52.22999954,129.9900055,1
Advance shipping,Standard Class,2,7.460000038,129.9900055,1
Late delivery,Standard Class,5,9.380000114,129.9900055,1
Shipping on time,Standard Class,4,1.480000019,59.99000168,1
Late delivery,Standard Class,6,4.619999886,59.99000168,1
Advance shipping,Standard Class,3,15.39999962,59.99000168,1
Late delivery,Standard Class,6,27.70999908,129.9900055,1
Late delivery,Standard Class,5,-10.65999985,129.9900055,1
Late delivery,Standard Class,5,-32.93999863,129.9900055,1
Advance shipping,Standard Class,3,13.3199997,129.9900055,1
Late delivery,Standard Class,5,35.18000031,129.9900055,1
Advance shipping,Standard Class,3,44.77000046,129.9900055,1
Advance shipping,Standard Class,3,28.78000069,129.9900055,1
Advance shipping,Standard Class,3,34.11000061,129.9900055,1
Late delivery,Standard Class,6,22.13999939,59.99000168,1
Late delivery,Standard Class,5,23.61000061,59.99000168,1
Advance shipping,Standard Class,2,-74.61000061,129.9900055,1
Shipping on time,Standard Class,4,29.85000038,129.9900055,1
Late delivery,Standard Class,5,-181.2100067,129.9900055,1
Late delivery,Standard Class,6,9.380000114,129.9900055,1
Late delivery,Standard Class,6,13.0,129.9900055,1
Advance shipping,Standard Class,3,10.39999962,129.9900055,1
Advance shipping,Standard Class,2,22.55999947,59.99000168,1
Late delivery,Standard Class,6,13.92000008,59.99000168,1
Advance shipping,Standard Class,2,8.010000229,59.99000168,1
Advance shipping,Standard Class,3,12.47999954,59.99000168,1
Late delivery,Standard Class,6,48.88000107,129.9900055,1
Late delivery,Standard Class,6,0.0,129.9900055,1
Advance shipping,Standard Class,3,28.07999992,129.9900055,1
Advance shipping,Standard Class,2,22.14999962,129.9900055,1
Advance shipping,Standard Class,2,28.07999992,129.9900055,1
Late delivery,Standard Class,6,35.15000153,129.9900055,1
Advance shipping,Standard Class,3,29.12000084,129.9900055,1
Advance shipping,Standard Class,3,32.54999924,129.9900055,1
Shipping on time,Standard Class,4,47.84000015,129.9900055,1
Late delivery,Standard Class,6,43.86999893,129.9900055,1
Advance shipping,Standard Class,3,10.72000027,129.9900055,1
Late delivery,Standard Class,5,9.75,129.9900055,1
Late delivery,Standard Class,6,26.3199997,129.9900055,1
Late delivery,Standard Class,5,29.25,129.9900055,1
Late delivery,Standard Class,6,43.86999893,129.9900055,1
Shipping on time,Standard Class,4,39.97000122,129.9900055,1
Advance shipping,Standard Class,3,43.86999893,129.9900055,1
Advance shipping,Standard Class,2,46.79999924,129.9900055,1
Advance shipping,Standard Class,2,43.86999893,129.9900055,1
Late delivery,Standard Class,6,7.800000191,129.9900055,1
Advance shipping,Standard Class,2,48.75,129.9900055,1
Late delivery,Standard Class,5,9.75,129.9900055,1
Advance shipping,Standard Class,2,5.079999924,59.99000168,1
Advance shipping,Standard Class,3,46.79999924,129.9900055,1
Advance shipping,Standard Class,3,19.5,129.9900055,1
Late delivery,Standard Class,5,32.16999817,129.9900055,1
Shipping on time,Standard Class,4,0.970000029,129.9900055,1
Advance shipping,Standard Class,2,27.29999924,129.9900055,1
Advance shipping,Standard Class,3,2.920000076,129.9900055,1
Late delivery,Standard Class,6,11.19999981,39.99000168,1
Advance shipping,Standard Class,3,14.0,50.0,1
Shipping on time,Standard Class,4,53.45999908,199.9900055,1
Late delivery,Standard Class,5,19.79999924,39.99000168,1
Late delivery,Standard Class,5,-9.899999619,39.99000168,1
Late delivery,Standard Class,6,13.25,39.99000168,1
Shipping on time,Standard Class,4,10.57999992,39.99000168,1
Advance shipping,Standard Class,2,7.639999866,30.0,1
Late delivery,Standard Class,6,20.09000015,50.0,1
Advance shipping,Standard Class,3,-49.97000122,39.99000168,1
Advance shipping,Standard Class,2,12.60999966,50.0,1
Advance shipping,Standard Class,3,-130.9499969,50.0,1
Shipping on time,Standard Class,4,13.57999992,39.99000168,1
Advance shipping,Standard Class,2,13.57999992,50.0,1
Shipping on time,Standard Class,4,24.25,50.0,1
Advance shipping,Standard Class,2,1.149999976,39.99000168,1
Shipping on time,Standard Class,4,8.399999619,25.0,1
Late delivery,Standard Class,5,19.95000076,50.0,1
Shipping on time,Standard Class,4,0.0,39.99000168,1
Late delivery,Standard Class,6,11.88000011,50.0,1
Late delivery,Standard Class,6,17.80999947,50.0,1
Shipping on time,Standard Class,4,22.68000031,50.0,1
Shipping on time,Standard Class,4,16.0699997,50.0,1
Late delivery,Standard Class,5,12.28999996,50.0,1
Late delivery,Standard Class,6,13.72000027,39.99000168,1
Late delivery,Standard Class,5,63.88000107,199.9900055,1
Late delivery,Standard Class,5,52.91999817,199.9900055,1
Late delivery,Standard Class,6,8.840000153,50.0,1
Shipping on time,Standard Class,4,-38.72999954,50.0,1
Advance shipping,Standard Class,2,10.40999985,39.99000168,1
Advance shipping,Standard Class,3,16.87999916,50.0,1
Advance shipping,Standard Class,3,21.86000061,50.0,1
Late delivery,Standard Class,6,23.25,50.0,1
Late delivery,Standard Class,5,20.0,50.0,1
Advance shipping,Standard Class,3,22.3199997,50.0,1
Advance shipping,Standard Class,2,-9.68999958,50.0,1
Late delivery,Standard Class,5,-61.86000061,39.99000168,1
Advance shipping,Standard Class,2,8.369999886,39.99000168,1
Late delivery,Standard Class,6,11.82999992,39.99000168,1
Late delivery,Standard Class,5,3.640000105,39.99000168,1
Advance shipping,Standard Class,2,-37.90000153,50.0,1
Advance shipping,Standard Class,2,21.38999939,50.0,1
Late delivery,Standard Class,6,3.410000086,50.0,1
Advance shipping,Standard Class,3,17.05999947,50.0,1
Shipping on time,Standard Class,4,-6.440000057,50.0,1
Advance shipping,Standard Class,3,-26.37999916,39.99000168,1
Late delivery,Standard Class,6,6.480000019,39.99000168,1
Shipping on time,Standard Class,4,-30.02000046,50.0,1
Shipping on time,Standard Class,4,5.090000153,50.0,1
Advance shipping,Standard Class,3,12.60000038,39.99000168,1
Advance shipping,Standard Class,3,-9.0,50.0,1
Advance shipping,Standard Class,2,-0.629999995,50.0,1
Shipping on time,Standard Class,4,5.809999943,50.0,1
Shipping on time,Standard Class,4,14.86999989,50.0,1
Shipping on time,Standard Class,4,9.850000381,39.99000168,1
Late delivery,Standard Class,5,-28.60000038,50.0,1
Advance shipping,Standard Class,2,18.92000008,50.0,1
Late delivery,Standard Class,5,-33.36000061,50.0,1
Late delivery,Standard Class,6,17.39999962,39.99000168,1
Late delivery,Standard Class,5,-1.700000048,39.99000168,1
Late delivery,Standard Class,6,11.22000027,39.99000168,1
Advance shipping,Standard Class,3,-7.909999847,50.0,1
Advance shipping,Standard Class,2,4.25,50.0,1
Advance shipping,Standard Class,3,12.32999992,50.0,1
Shipping on time,Standard Class,4,-63.75,50.0,1
Advance shipping,Standard Class,2,-63.75,50.0,1
Advance shipping,Standard Class,3,11.47999954,50.0,1
Shipping on time,Standard Class,4,11.76000023,50.0,1
Advance shipping,Standard Class,3,12.18000031,50.0,1
Shipping on time,Standard Class,4,4.050000191,39.99000168,1
Late delivery,Standard Class,5,3.109999895,50.0,1
Advance shipping,Standard Class,2,15.93000031,39.99000168,1
Advance shipping,Standard Class,2,20.34000015,50.0,1
Advance shipping,Standard Class,3,15.06000042,50.0,1
Late delivery,Standard Class,6,-27.68000031,50.0,1
Advance shipping,Standard Class,3,16.19000053,50.0,1
Late delivery,Standard Class,6,15.40999985,39.99000168,1
Late delivery,Standard Class,6,15.98999977,50.0,1
Advance shipping,Standard Class,2,2.579999924,50.0,1
Late delivery,Standard Class,6,19.27000046,50.0,1
Late delivery,Standard Class,5,11.47999954,50.0,1
Advance shipping,Standard Class,2,9.229999542,50.0,1
Advance shipping,Standard Class,2,8.960000038,39.99000168,1
Shipping on time,Standard Class,4,-51.18999863,39.99000168,1
Shipping on time,Standard Class,4,-10.14000034,39.99000168,1
Late delivery,Standard Class,6,14.52000046,50.0,1
Late delivery,Standard Class,5,14.0,50.0,1
Late delivery,Standard Class,5,8.399999619,39.99000168,1
Late delivery,Standard Class,5,12.0,50.0,1
Late delivery,Standard Class,6,10.88000011,50.0,1
Advance shipping,Standard Class,3,7.130000114,50.0,1
Late delivery,Standard Class,5,4.239999771,50.0,1
Late delivery,Standard Class,5,-60.0,50.0,1
Late delivery,Standard Class,6,15.68000031,31.98999977,1
Late delivery,Standard Class,5,22.0,249.9900055,1
Late delivery,Standard Class,5,13.76000023,31.98999977,1
Advance shipping,Standard Class,2,5.150000095,51.99000168,1
Late delivery,Standard Class,5,11.88000011,24.98999977,1
Advance shipping,Standard Class,3,-15.43000031,249.9900055,1
Late delivery,Standard Class,5,8.779999733,31.98999977,1
Advance shipping,Standard Class,2,40.40999985,109.9499969,1
Late delivery,Standard Class,5,16.38999939,51.99000168,1
Late delivery,Standard Class,5,5.409999847,17.98999977,1
Late delivery,Standard Class,6,-24.30999947,31.98999977,1
Advance shipping,Standard Class,3,-21.46999931,199.9900055,1
Late delivery,Standard Class,6,2.420000076,109.9499969,1
Advance shipping,Standard Class,2,45.97000122,199.0,1
Advance shipping,Standard Class,2,-10.30000019,15.98999977,1
Late delivery,Standard Class,6,-2.400000095,15.98999977,1
Late delivery,Standard Class,6,5.400000095,15.98999977,1
Advance shipping,Standard Class,2,-209.9900055,299.980011,1
Late delivery,Standard Class,6,33.90000153,299.980011,1
Late delivery,Standard Class,6,86.98999786,299.980011,1
Advance shipping,Standard Class,3,37.5,299.980011,1
Late delivery,Standard Class,5,187.9900055,399.980011,1
Advance shipping,Standard Class,3,84.0,399.980011,1
Advance shipping,Standard Class,2,111.9899979,399.980011,1
Late delivery,Standard Class,6,108.8899994,299.980011,1
Advance shipping,Standard Class,2,142.5500031,299.980011,1
Advance shipping,Standard Class,3,44.54999924,299.980011,1
Late delivery,Standard Class,6,194.0299988,399.980011,1
Late delivery,Standard Class,6,86.12000275,299.980011,1
Shipping on time,Standard Class,4,74.25,299.980011,1
Late delivery,Standard Class,6,139.5800018,299.980011,1
Shipping on time,Standard Class,4,86.12000275,299.980011,1
Late delivery,Standard Class,5,65.33999634,299.980011,1
Shipping on time,Standard Class,4,190.0700073,399.980011,1
Late delivery,Standard Class,6,114.8300018,399.980011,1
Late delivery,Standard Class,6,29.70000076,399.980011,1
Advance shipping,Standard Class,2,142.5500031,299.980011,1
Shipping on time,Standard Class,4,98.0,299.980011,1
Late delivery,Standard Class,5,-44.54999924,299.980011,1
Shipping on time,Standard Class,4,133.6399994,299.980011,1
Advance shipping,Standard Class,3,-801.8499756,299.980011,1
Advance shipping,Standard Class,2,22.04999924,299.980011,1
Advance shipping,Standard Class,2,87.01999664,399.980011,1
Late delivery,Standard Class,6,34.49000168,399.980011,1
Shipping on time,Standard Class,4,-205.7899933,399.980011,1
Late delivery,Standard Class,5,144.0500031,299.980011,1
Advance shipping,Standard Class,3,-470.3699951,299.980011,1
Shipping on time,Standard Class,4,33.22000122,299.980011,1
Late delivery,Standard Class,6,-514.4699707,299.980011,1
Late delivery,Standard Class,6,106.7099991,299.980011,1
Late delivery,Standard Class,6,99.37000275,299.980011,1
Late delivery,Standard Class,6,85.25,299.980011,1
Shipping on time,Standard Class,4,146.9900055,399.980011,1
Advance shipping,Standard Class,2,146.9900055,399.980011,1
Late delivery,Standard Class,6,146.9900055,299.980011,1
Advance shipping,Standard Class,3,113.6699982,399.980011,1
Late delivery,Standard Class,5,121.5100021,399.980011,1
Advance shipping,Standard Class,3,160.7100067,399.980011,1
Late delivery,Standard Class,6,130.9400024,299.980011,1
Advance shipping,Standard Class,2,3.49000001,299.980011,1
Advance shipping,Standard Class,3,18.32999992,299.980011,1
Advance shipping,Standard Class,2,98.34999847,299.980011,1
Shipping on time,Standard Class,4,142.5800018,299.980011,1
Late delivery,Standard Class,5,40.15999985,299.980011,1
Shipping on time,Standard Class,4,81.47000122,299.980011,1
Late delivery,Standard Class,6,84.37999725,299.980011,1
Late delivery,Standard Class,5,48.59000015,299.980011,1
Shipping on time,Standard Class,4,34.13999939,399.980011,1
Late delivery,Standard Class,5,29.10000038,399.980011,1
Advance shipping,Standard Class,3,140.8399963,399.980011,1
Advance shipping,Standard Class,2,178.4700012,399.980011,1
Late delivery,Standard Class,6,170.7100067,399.980011,1
Shipping on time,Standard Class,4,186.2299957,399.980011,1
Shipping on time,Standard Class,4,78.55999756,299.980011,1
Advance shipping,Standard Class,3,96.01999664,299.980011,1
Late delivery,Standard Class,6,143.9900055,299.980011,1
Late delivery,Standard Class,5,2.880000114,299.980011,1
Shipping on time,Standard Class,4,107.9899979,299.980011,1
Advance shipping,Standard Class,2,-3.74000001,299.980011,1
Advance shipping,Standard Class,2,21.60000038,299.980011,1
Advance shipping,Standard Class,2,43.38999939,399.980011,1
Advance shipping,Standard Class,2,134.3899994,399.980011,1
Advance shipping,Standard Class,3,38.40000153,399.980011,1
Advance shipping,Standard Class,2,28.79999924,299.980011,1
Advance shipping,Standard Class,2,36.0,299.980011,1
Advance shipping,Standard Class,3,-244.7799988,299.980011,1
Advance shipping,Standard Class,2,120.1900024,399.980011,1
Shipping on time,Standard Class,4,103.6699982,399.980011,1
Shipping on time,Standard Class,4,74.09999847,299.980011,1
Shipping on time,Standard Class,4,-626.9699707,399.980011,1
Advance shipping,Standard Class,2,47.59000015,299.980011,1
Late delivery,Standard Class,5,85.48999786,299.980011,1
Advance shipping,Standard Class,2,-740.9500122,299.980011,1
Shipping on time,Standard Class,4,98.80000305,399.980011,1
Advance shipping,Standard Class,2,178.5899963,399.980011,1
Late delivery,Standard Class,6,182.3899994,399.980011,1
Late delivery,Standard Class,6,148.1900024,399.980011,1
Advance shipping,Standard Class,2,-484.4700012,299.980011,1
Late delivery,Standard Class,6,148.1900024,399.980011,1
Late delivery,Standard Class,6,35.43999863,299.980011,1
Advance shipping,Standard Class,3,73.70999908,299.980011,1
Shipping on time,Standard Class,4,67.47000122,299.980011,1
Late delivery,Standard Class,6,95.8199997,299.980011,1
Advance shipping,Standard Class,2,92.12999725,299.980011,1
Advance shipping,Standard Class,3,-217.4299927,299.980011,1
Late delivery,Standard Class,5,122.8399963,399.980011,1
Late delivery,Standard Class,5,102.0500031,399.980011,1
Late delivery,Standard Class,6,-75.59999847,399.980011,1
Advance shipping,Standard Class,3,177.6499939,399.980011,1
Shipping on time,Standard Class,4,30.23999977,399.980011,1
Late delivery,Standard Class,6,60.38000107,299.980011,1
Late delivery,Standard Class,6,79.37999725,399.980011,1
Advance shipping,Standard Class,3,125.5400009,299.980011,1
Late delivery,Standard Class,5,31.52000046,299.980011,1
Late delivery,Standard Class,5,13.94999981,299.980011,1
Shipping on time,Standard Class,4,94.30000305,299.980011,1
Advance shipping,Standard Class,2,131.1199951,299.980011,1
Shipping on time,Standard Class,4,27.89999962,299.980011,1
Advance shipping,Standard Class,2,131.1199951,299.980011,1
Advance shipping,Standard Class,3,93.0,399.980011,1
Late delivery,Standard Class,6,-650.9699707,399.980011,1
Advance shipping,Standard Class,3,167.3899994,399.980011,1
Late delivery,Standard Class,5,120.8899994,399.980011,1
Advance shipping,Standard Class,3,93.0,399.980011,1
Late delivery,Standard Class,5,167.3899994,399.980011,1
Late delivery,Standard Class,6,23.43000031,399.980011,1
Advance shipping,Standard Class,3,131.1199951,299.980011,1
Advance shipping,Standard Class,2,117.1699982,299.980011,1
Advance shipping,Standard Class,2,133.9100037,299.980011,1
Advance shipping,Standard Class,3,-595.1699829,399.980011,1
Advance shipping,Standard Class,3,81.88999939,299.980011,1
Late delivery,Standard Class,5,73.70999908,299.980011,1
Shipping on time,Standard Class,4,68.25,299.980011,1
Late delivery,Standard Class,6,73.70999908,299.980011,1
Advance shipping,Standard Class,2,131.0299988,299.980011,1
Late delivery,Standard Class,5,-191.0899963,299.980011,1
Advance shipping,Standard Class,2,131.0299988,299.980011,1
Advance shipping,Standard Class,2,73.70999908,299.980011,1
Advance shipping,Standard Class,2,92.80999756,299.980011,1
Late delivery,Standard Class,6,-35.20999908,299.980011,1
Late delivery,Standard Class,6,17.20000076,299.980011,1
Advance shipping,Standard Class,2,105.5500031,399.980011,1
Advance shipping,Standard Class,3,13.47000027,399.980011,1
Advance shipping,Standard Class,3,-291.1900024,399.980011,1
Shipping on time,Standard Class,4,88.72000122,299.980011,1
Advance shipping,Standard Class,2,81.88999939,299.980011,1
Advance shipping,Standard Class,2,95.54000092,299.980011,1
Advance shipping,Standard Class,2,2.730000019,299.980011,1
Late delivery,Standard Class,5,91.25,299.980011,1
Advance shipping,Standard Class,3,94.48999786,299.980011,1
Advance shipping,Standard Class,3,132.2899933,299.980011,1
Shipping on time,Standard Class,4,90.0,399.980011,1
Late delivery,Standard Class,5,70.19999695,299.980011,1
Shipping on time,Standard Class,4,121.4899979,299.980011,1
Advance shipping,Standard Class,2,126.8899994,299.980011,1
Shipping on time,Standard Class,4,17.01000023,299.980011,1
Late delivery,Standard Class,6,-13.5,299.980011,1
Shipping on time,Standard Class,4,-18.0,399.980011,1
Advance shipping,Standard Class,2,27.0,299.980011,1
Late delivery,Standard Class,5,129.5899963,299.980011,1
Shipping on time,Standard Class,4,72.90000153,299.980011,1
Advance shipping,Standard Class,3,124.1900024,299.980011,1
Advance shipping,Standard Class,3,46.79999924,399.980011,1
Late delivery,Standard Class,5,31.68000031,399.980011,1
Shipping on time,Standard Class,4,22.68000031,399.980011,1
Advance shipping,Standard Class,2,98.98999786,299.980011,1
Advance shipping,Standard Class,2,89.23000336,299.980011,1
Late delivery,Standard Class,5,89.23000336,299.980011,1
Advance shipping,Standard Class,2,168.9499969,399.980011,1
Advance shipping,Standard Class,2,83.76999664,399.980011,1
Shipping on time,Standard Class,4,-59.40000153,299.980011,1
Late delivery,Standard Class,5,129.3500061,299.980011,1
Late delivery,Standard Class,6,55.43999863,299.980011,1
Advance shipping,Standard Class,2,-211.1900024,299.980011,1
Late delivery,Standard Class,5,119.6699982,399.980011,1
Late delivery,Standard Class,5,-115.0999985,299.980011,1
Advance shipping,Standard Class,2,35.20000076,399.980011,1
Late delivery,Standard Class,5,65.25,299.980011,1
Advance shipping,Standard Class,3,19.5699997,299.980011,1
Shipping on time,Standard Class,4,130.4900055,299.980011,1
Shipping on time,Standard Class,4,94.73999786,299.980011,1
Late delivery,Standard Class,6,107.0,299.980011,1
Advance shipping,Standard Class,3,43.5,399.980011,1
Late delivery,Standard Class,5,126.3199997,399.980011,1
Late delivery,Standard Class,6,167.0299988,399.980011,1
Advance shipping,Standard Class,2,32.61999893,299.980011,1
Shipping on time,Standard Class,4,78.29000092,299.980011,1
Advance shipping,Standard Class,2,120.0500031,299.980011,1
Late delivery,Standard Class,5,55.68000031,399.980011,1
Late delivery,Standard Class,5,88.40000153,399.980011,1
Late delivery,Standard Class,6,31.87000084,299.980011,1
Shipping on time,Standard Class,4,124.9400024,299.980011,1
Advance shipping,Standard Class,2,73.94999695,299.980011,1
Shipping on time,Standard Class,4,86.18000031,299.980011,1
Late delivery,Standard Class,6,5.099999905,299.980011,1
Late delivery,Standard Class,5,-203.9900055,399.980011,1
Late delivery,Standard Class,6,101.9899979,399.980011,1
Advance shipping,Standard Class,2,-76.5,399.980011,1
Late delivery,Standard Class,6,163.1900024,399.980011,1
Late delivery,Standard Class,5,-12.75,299.980011,1
Late delivery,Standard Class,6,95.62000275,299.980011,1
Late delivery,Standard Class,6,61.20000076,299.980011,1
Advance shipping,Standard Class,2,-249.2100067,399.980011,1
Advance shipping,Standard Class,3,123.4700012,299.980011,1
Shipping on time,Standard Class,4,120.9499969,299.980011,1
Late delivery,Standard Class,6,28.46999931,299.980011,1
Late delivery,Standard Class,5,157.9100037,399.980011,1
Shipping on time,Standard Class,4,28.46999931,299.980011,1
Advance shipping,Standard Class,3,85.66999817,299.980011,1
Late delivery,Standard Class,6,50.40000153,399.980011,1
Advance shipping,Standard Class,3,161.2700043,399.980011,1
Late delivery,Standard Class,6,157.9100037,399.980011,1
Advance shipping,Standard Class,2,-78.27999878,399.980011,1
Late delivery,Standard Class,6,-201.5899963,299.980011,1
Late delivery,Standard Class,6,89.63999939,399.980011,1
Late delivery,Standard Class,5,92.95999908,399.980011,1
Advance shipping,Standard Class,3,-28.13999939,299.980011,1
Shipping on time,Standard Class,4,84.65000153,299.980011,1
Late delivery,Standard Class,5,-672.2600098,299.980011,1
Advance shipping,Standard Class,3,82.16000366,299.980011,1
Late delivery,Standard Class,6,-221.4299927,399.980011,1
Late delivery,Standard Class,6,142.75,399.980011,1
Advance shipping,Standard Class,3,37.50999832,399.980011,1
Late delivery,Standard Class,5,162.6699982,399.980011,1
Late delivery,Standard Class,5,87.13999939,299.980011,1
Advance shipping,Standard Class,2,114.5299988,299.980011,1
Advance shipping,Standard Class,2,37.34999847,299.980011,1
Advance shipping,Standard Class,3,64.69000244,299.980011,1
Shipping on time,Standard Class,4,150.8699951,399.980011,1
Shipping on time,Standard Class,4,66.41999817,299.980011,1
Advance shipping,Standard Class,2,21.64999962,299.980011,1
Late delivery,Standard Class,6,86.08999634,299.980011,1
Advance shipping,Standard Class,3,-381.269989,299.980011,1
Late delivery,Standard Class,6,115.6100006,299.980011,1
Advance shipping,Standard Class,3,154.1499939,399.980011,1
Advance shipping,Standard Class,3,157.4299927,399.980011,1
Late delivery,Standard Class,5,160.7100067,399.980011,1
Advance shipping,Standard Class,2,120.5299988,299.980011,1
Late delivery,Standard Class,6,115.6100006,299.980011,1
Late delivery,Standard Class,6,115.6100006,299.980011,1
Late delivery,Standard Class,5,120.5299988,299.980011,1
Shipping on time,Standard Class,4,19.68000031,399.980011,1
Advance shipping,Standard Class,2,72.0,299.980011,1
Shipping on time,Standard Class,4,112.7900009,299.980011,1
Advance shipping,Standard Class,3,102.3899994,399.980011,1
Late delivery,Standard Class,6,20.15999985,399.980011,1
Advance shipping,Standard Class,3,32.0,399.980011,1
Late delivery,Standard Class,6,-831.960022,399.980011,1
Late delivery,Standard Class,6,110.3899994,299.980011,1
Late delivery,Standard Class,6,69.59999847,299.980011,1
Shipping on time,Standard Class,4,110.3899994,299.980011,1
Late delivery,Standard Class,6,21.12000084,299.980011,1
Late delivery,Standard Class,6,6.0,299.980011,1
Late delivery,Standard Class,6,150.3899994,399.980011,1
Advance shipping,Standard Class,2,28.15999985,399.980011,1
Late delivery,Standard Class,6,92.80000305,399.980011,1
Shipping on time,Standard Class,4,83.19999695,399.980011,1
Late delivery,Standard Class,6,115.1900024,299.980011,1
Advance shipping,Standard Class,2,60.79999924,399.980011,1
Advance shipping,Standard Class,2,63.0,299.980011,1
Late delivery,Standard Class,6,14.10000038,399.980011,1
Late delivery,Standard Class,6,56.25,299.980011,1
Late delivery,Standard Class,5,14.17000008,299.980011,1
Late delivery,Standard Class,6,6.75,299.980011,1
Advance shipping,Standard Class,3,58.5,299.980011,1
Late delivery,Standard Class,6,78.73999786,299.980011,1
Advance shipping,Standard Class,2,137.9900055,399.980011,1
Advance shipping,Standard Class,2,-449.980011,399.980011,1
Late delivery,Standard Class,6,134.9900055,399.980011,1
Advance shipping,Standard Class,2,97.5,399.980011,1
Late delivery,Standard Class,5,-219.8899994,399.980011,1
Advance shipping,Standard Class,2,90.0,399.980011,1
Late delivery,Standard Class,5,112.4899979,399.980011,1
Late delivery,Standard Class,5,9.0,399.980011,1
Advance shipping,Standard Class,3,-174.7100067,159.9900055,1
Late delivery,Standard Class,5,-1.820000052,34.99000168,1
Late delivery,Standard Class,5,7.349999905,24.98999977,1
Advance shipping,Standard Class,2,-2.74000001,59.99000168,1
Advance shipping,Standard Class,3,-64.33999634,99.98999786,1
