hotel,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,is_family,room_changed,previous_cancellation_ratio,has_previous_booking,booked_through_agent,estimated_booking_value,adr_per_guest,lead_time_category,has_weekend_stay,is_long_stay,has_special_requests,booking_was_changed,was_on_waiting_list,parking_required,arrival_month_number,arrival_month_sin,arrival_month_cos,arrival_date,arrival_season,adult_only_booking,long_lead_no_deposit
Resort Hotel,1,136,2016,30,17,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,115.2,0,0,4,2.0,0,0,0.0,0,1,460.8,57.6,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,193,2016,30,17,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.98,0,0,7,1.0,0,0,0.0,0,1,573.86,81.98,Very Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,181,2016,30,17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,152.86,0,1,7,2.0,0,0,0.0,0,1,1070.02,76.43,Very Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,184,2016,30,17,4,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,116.18,0,1,11,2.0,0,0,0.0,0,1,1277.98,58.09,Very Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,181,2016,30,17,4,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,2,12,2.0,0,0,0.0,0,1,1920.0,80.0,Very Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,181,2016,30,17,4,8,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,200.0,0,0,12,4.0,1,0,0.0,0,1,2400.0,50.0,Very Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,0,1
Resort Hotel,1,181,2016,30,17,4,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,160.0,0,2,12,2.0,0,0,0.0,0,1,1920.0,80.0,Very Long,1,1,1,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,125,2016,30,17,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,172.71,0,0,14,2.0,0,0,0.0,0,1,2417.94,86.355,Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,185,2016,30,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,172.86,0,0,7,2.0,0,0,0.0,0,1,1210.02,86.43,Very Long,1,1,0,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,165,2016,30,17,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,163.0,0,2,10,2.0,0,0,0.0,0,1,1630.0,81.5,Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-17,Summer,1,1
Resort Hotel,1,0,2016,30,18,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,179.0,0,2,1,2.0,0,0,0.0,0,1,179.0,89.5,Last Minute,1,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,0
Resort Hotel,1,6,2016,30,18,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0,1,1.0,0,0,0.0,0,0,126.0,126.0,Last Minute,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,0
Resort Hotel,1,0,2016,30,18,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,8.0,0,0,1,2.0,0,0,0.0,0,0,8.0,4.0,Last Minute,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,0
Resort Hotel,1,200,2016,30,18,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,0,4,2.0,0,0,0.0,0,1,432.0,54.0,Very Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,15,2016,30,18,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,194.0,0,0,4,1.0,0,0,0.0,0,1,776.0,194.0,Short,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,0
Resort Hotel,1,46,2016,30,18,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,209.0,0,0,4,2.0,0,0,0.0,0,1,836.0,104.5,Medium,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,0
Resort Hotel,1,182,2016,30,18,1,4,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,154.3,0,3,5,3.0,0,0,0.0,0,1,771.5,51.43333333333334,Very Long,1,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,99,2016,30,18,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,180.0,0,0,5,2.0,0,0,0.0,0,1,900.0,90.0,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,100,2016,30,18,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,195.0,0,0,5,2.0,0,0,0.0,0,1,975.0,97.5,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,130,2016,30,18,1,4,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,252.0,0,0,5,4.0,1,0,0.0,0,1,1260.0,63.0,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,0,1
Resort Hotel,1,224,2016,30,18,1,4,2,1.0,1,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,187.2,0,2,5,4.0,1,0,0.0,0,1,936.0,46.8,Very Long,1,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,0,1
Resort Hotel,1,119,2016,30,18,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100.8,0,0,5,2.0,0,0,0.0,0,1,504.0,50.4,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,109,2016,30,18,1,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,287.0,0,0,6,4.0,1,0,0.0,0,1,1722.0,71.75,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,0,1
Resort Hotel,1,118,2016,30,18,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,180.0,0,0,6,2.0,0,0,0.0,0,1,1080.0,90.0,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,93,2016,30,18,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,192.0,0,0,7,2.0,0,0,0.0,0,1,1344.0,96.0,Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,0,305,2016,30,18,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,118.57,0,1,7,2.0,0,0,0.0,0,1,829.99,59.285,Very Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,14,2016,30,18,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,169.43,0,0,7,2.0,0,0,0.0,0,1,1186.01,84.715,Short,1,1,0,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,0
Resort Hotel,0,305,2016,30,18,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,116.57,0,1,7,2.0,0,0,0.0,0,1,815.99,58.285,Very Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,167,2016,30,18,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,145.71,0,1,7,2.0,0,0,0.0,0,1,1019.97,72.855,Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,25,2016,30,18,3,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,160.0,0,2,8,2.0,0,0,0.0,0,0,1280.0,80.0,Short,1,1,1,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,0
Resort Hotel,1,114,2016,30,18,3,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,0,8,2.0,0,0,0.0,0,1,1280.0,80.0,Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,1,1
Resort Hotel,1,261,2016,30,18,3,6,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,210.0,0,0,9,4.0,1,0,0.0,0,1,1890.0,52.5,Very Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-18,Summer,0,1
Resort Hotel,1,0,2016,30,19,0,1,1,0.0,0,SC,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0.0,0,0,1,1.0,0,1,0.0,0,0,0.0,0.0,Last Minute,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,1,0
Resort Hotel,1,17,2016,30,19,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,191.0,0,0,3,2.0,0,0,0.0,0,1,573.0,95.5,Short,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,1,0
Resort Hotel,1,17,2016,30,19,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,194.0,0,0,3,2.0,0,0,0.0,0,1,582.0,97.0,Short,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,1,0
Resort Hotel,1,46,2016,30,19,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,259.0,0,0,3,4.0,1,0,0.0,0,1,777.0,64.75,Medium,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,0,0
Resort Hotel,1,17,2016,30,19,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,179.0,0,0,3,2.0,0,0,0.0,0,1,537.0,89.5,Short,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,1,0
Resort Hotel,1,174,2016,30,19,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.0,0,1,4,2.0,0,0,0.0,0,1,480.0,60.0,Long,0,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,1,1
Resort Hotel,1,88,2016,30,19,0,5,2,0.0,0,HB,GEO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,212.0,0,0,5,2.0,0,0,0.0,0,1,1060.0,106.0,Medium,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,1,0
Resort Hotel,1,119,2016,30,19,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,227.0,0,1,7,2.0,0,0,0.0,0,1,1589.0,113.5,Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,1,1
Resort Hotel,1,161,2016,30,19,2,8,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,200.0,0,1,10,4.0,1,0,0.0,0,1,2000.0,50.0,Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-19,Summer,0,1
Resort Hotel,1,29,2016,30,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,115.0,0,0,1,1.0,0,0,0.0,0,0,115.0,115.0,Short,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,0
Resort Hotel,1,1,2016,30,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,Transient,73.0,0,2,1,1.0,0,0,0.0,0,0,73.0,73.0,Last Minute,0,0,1,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,0
Resort Hotel,0,266,2016,30,20,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,97.2,0,2,2,2.0,0,0,0.0,0,1,194.4,48.6,Very Long,0,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,1
Resort Hotel,0,266,2016,30,20,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,100.2,1,2,2,2.0,0,0,0.0,0,1,200.4,50.1,Very Long,0,0,1,0,0,1,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,1
Resort Hotel,1,114,2016,30,20,0,4,1,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,247.0,0,0,4,3.0,1,0,0.0,0,1,988.0,82.33333333333333,Long,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,0,1
Resort Hotel,1,155,2016,30,20,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,100.8,0,0,5,2.0,0,0,0.0,0,1,504.0,50.4,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,1
Resort Hotel,1,29,2016,30,20,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,143.2,0,0,5,2.0,0,0,0.0,0,1,716.0,71.6,Short,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,0
Resort Hotel,1,28,2016,30,20,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,167.2,0,0,5,2.0,0,0,0.0,0,1,836.0,83.6,Short,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,0
Resort Hotel,1,155,2016,30,20,1,4,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,133.2,0,0,5,3.0,1,0,0.0,0,1,666.0,44.4,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,0,1
Resort Hotel,1,163,2016,30,20,2,5,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,115.0,0,1,7,3.0,0,0,0.0,0,1,805.0,38.333333333333336,Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,1
Resort Hotel,1,119,2016,30,20,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,0,7,2.0,0,0,0.0,0,1,1120.0,80.0,Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-20,Summer,1,1
Resort Hotel,1,2,2016,30,21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,124.0,0,1,1,2.0,0,0,0.0,0,0,124.0,62.0,Last Minute,0,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,0
Resort Hotel,1,8,2016,30,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,73.0,0,2,1,1.0,0,0,0.0,0,0,73.0,73.0,Short,0,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,0
Resort Hotel,1,55,2016,30,21,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,179.0,0,1,3,2.0,0,0,0.0,0,1,537.0,89.5,Medium,0,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,0
Resort Hotel,1,106,2016,30,21,1,3,2,2.0,0,BB,ARG,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,252.0,0,0,4,4.0,1,0,0.0,0,1,1008.0,63.0,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,0,1
Resort Hotel,1,114,2016,30,21,1,3,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,240.0,0,0,4,4.0,1,0,0.0,0,1,960.0,60.0,Long,1,0,0,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,0,1
Resort Hotel,1,114,2016,30,21,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,207.0,0,0,4,2.0,0,0,0.0,0,1,828.0,103.5,Long,1,0,0,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,1
Resort Hotel,1,106,2016,30,21,1,3,2,2.0,0,BB,ARG,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,240.0,0,0,4,4.0,1,0,0.0,0,1,960.0,60.0,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,0,1
Resort Hotel,1,114,2016,30,21,2,3,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,240.0,0,0,5,4.0,1,0,0.0,0,1,1200.0,60.0,Long,1,0,0,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,0,1
Resort Hotel,1,37,2016,30,21,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,194.0,0,1,5,2.0,0,0,0.0,0,1,970.0,97.0,Medium,1,0,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,0
Resort Hotel,1,114,2016,30,21,2,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,207.0,0,0,5,2.0,0,0,0.0,0,1,1035.0,103.5,Long,1,0,0,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,1
Resort Hotel,1,169,2016,30,21,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,200.0,0,0,7,4.0,1,0,0.0,0,1,1400.0,50.0,Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,0,1
Resort Hotel,0,306,2016,30,21,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,137.43,0,0,7,2.0,0,0,0.0,0,1,962.01,68.715,Very Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,1
Resort Hotel,1,113,2016,30,21,2,6,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,180.0,0,0,8,2.0,0,0,0.0,0,1,1440.0,90.0,Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-21,Summer,1,1
Resort Hotel,1,10,2016,30,22,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,126.0,0,0,1,2.0,0,0,0.0,0,0,126.0,63.0,Short,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,23,2016,30,22,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,179.0,0,0,1,2.0,0,0,0.0,0,1,179.0,89.5,Short,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,112,2016,30,22,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,216.0,0,0,1,4.0,1,0,0.0,0,1,216.0,54.0,Long,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,0,1
Resort Hotel,1,59,2016,30,22,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,0,2,2.0,0,0,0.0,0,1,320.0,80.0,Medium,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,99,2016,30,22,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,160.0,0,0,2,2.0,0,0,0.0,0,1,320.0,80.0,Long,0,0,0,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,1
Resort Hotel,1,34,2016,30,22,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,211.0,0,0,2,2.0,0,0,0.0,0,1,422.0,105.5,Medium,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,127,2016,30,22,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,119.0,0,0,2,2.0,0,0,0.0,0,1,238.0,59.5,Long,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,1
Resort Hotel,1,147,2016,30,22,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,100.8,0,0,2,2.0,0,0,0.0,0,1,201.6,50.4,Long,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,1
Resort Hotel,1,32,2016,30,22,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,209.0,0,0,3,2.0,0,0,0.0,0,1,627.0,104.5,Medium,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,40,2016,30,22,2,4,2,0.0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,194.0,0,0,6,2.0,0,0,0.0,0,1,1164.0,97.0,Medium,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,59,2016,30,22,2,5,2,0.0,0,HB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,212.0,0,0,7,2.0,0,0,0.0,0,1,1484.0,106.0,Medium,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,139,2016,30,22,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,195.0,0,2,7,2.0,0,0,0.0,0,1,1365.0,97.5,Long,1,1,1,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,1
Resort Hotel,1,17,2016,30,22,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,180.25,0,0,8,2.0,0,0,0.0,0,1,1442.0,90.125,Short,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,0
Resort Hotel,1,209,2016,30,22,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,182.0,0,0,9,2.0,0,0,0.0,0,1,1638.0,91.0,Very Long,1,1,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-22,Summer,1,1
Resort Hotel,1,0,2016,30,23,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,190.0,0,0,1,2.0,0,0,0.0,0,1,190.0,95.0,Last Minute,0,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-23,Summer,1,0
Resort Hotel,1,31,2016,30,23,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,160.93,0,0,2,2.0,0,0,0.0,0,1,321.86,80.465,Medium,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-23,Summer,1,0
Resort Hotel,1,119,2016,30,23,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,204.0,0,0,5,2.0,0,0,0.0,0,1,1020.0,102.0,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-23,Summer,1,1
Resort Hotel,1,142,2016,30,23,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,126.0,0,0,6,2.0,0,0,0.0,0,1,756.0,63.0,Long,1,0,0,0,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-23,Summer,1,1
Resort Hotel,1,51,2016,30,23,2,4,2,0.0,1,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,226.0,0,1,6,3.0,1,0,0.0,0,1,1356.0,75.33333333333333,Medium,1,0,1,1,0,0,7,-0.4999999999999997,-0.8660254037844388,2016-07-23,Summer,0,0
